+-----+-----------------------------------------------------------------------------------------------------+
|topic|topic_words                                                                                          |
|eruvim-merged.txt-002b-0019  |193  |193:82.7%, 48:8.6%, 45:4.5%    |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-002b-0020  |193  |193:73.9%, 48:17.1%, 45:6.0%   |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-002b-0021  |193  |193:46.5%, 48:20.5%, 137:16.6% |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-002b-0022  |137  |137:47.3%, 48:38.3%, 63:8.0%   |phylacteries, middle, pair, mitzva, time, outer, corner, arm, donning, intent                     |
|eruvim-merged.txt-002b-0023  |137  |137:40.8%, 48:37.9%, 136:14.5% |phylacteries, middle, pair, mitzva, time, outer, corner, arm, donning, intent                     |
|eruvim-merged.txt-002b-0024  |48   |48:33.6%, 45:33.4%, 136:19.2%  |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-002b-0025  |45   |45:62.2%, 165:15.7%, 120:9.9%  |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-002b-0026  |45   |45:87.4%, 79:6.4%, 11:4.9%     |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-002b-0027  |45   |45:55.9%, 193:24.3%, 127:9.6%  |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-002b-0028  |193  |193:61.0%, 45:19.0%, 48:9.4%   |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-002b-0029  |193  |193:47.3%, 45:43.4%, 48:5.4%   |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-002b-0030  |45   |45:47.0%, 193:42.1%, 48:9.8%   |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-002b-0031  |45   |45:99.1%, 63:0.0%, 157:0.0%    |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-002b-0032  |45   |45:88.9%, 136:10.2%, 63:0.0%   |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-002b-0033  |45   |45:67.2%, 136:32.2%, 63:0.0%   |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-002b-0034  |136  |136:65.1%, 45:34.1%, 63:0.0%   |beit, hillel, shammai, side, requires, post, posts, cross, beam, either                           |
|eruvim-merged.txt-002b-0035  |136  |136:81.9%, 45:11.0%, 127:3.8%  |beit, hillel, shammai, side, requires, post, posts, cross, beam, either                           |
|eruvim-merged.txt-002b-0036  |136  |136:53.1%, 45:17.2%, 72:14.1%  |beit, hillel, shammai, side, requires, post, posts, cross, beam, either                           |
|eruvim-merged.txt-002b-0037  |45   |45:43.8%, 136:20.1%, 72:12.3%  |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-002b-0038  |45   |45:46.3%, 72:16.5%, 106:15.9%  |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-002b-0039  |45   |45:46.8%, 193:23.7%, 106:16.0% |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-002b-0040  |193  |193:30.6%, 45:27.6%, 63:19.3%  |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-002b-0041  |193  |193:48.1%, 45:19.8%, 16:13.9%  |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-002b-0042  |193  |193:59.8%, 45:12.5%, 16:9.8%   |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-002b-0043  |193  |193:76.8%, 16:6.7%, 45:6.6%    |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-002b-0044  |193  |193:81.1%, 63:11.6%, 45:6.6%   |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-002b-0045  |193  |193:87.0%, 63:12.2%, 157:0.0%  |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-002b-0046  |193  |193:74.7%, 63:18.1%, 45:5.8%   |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-003a-0000  |193  |193:53.8%, 48:16.7%, 45:14.1%  |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-003a-0001  |193  |193:41.4%, 45:28.8%, 121:14.0% |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-003a-0002  |45   |45:42.5%, 157:38.0%, 121:8.7%  |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-003a-0003  |45   |45:52.8%, 157:39.2%, 27:6.7%   |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-003a-0004  |193  |193:46.0%, 63:17.7%, 199:15.7% |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-003a-0005  |193  |193:75.0%, 199:10.7%, 48:7.3%  |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-003a-0006  |193  |193:67.5%, 63:12.8%, 199:8.9%  |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-003a-0007  |193  |193:59.0%, 63:31.7%, 178:7.8%  |form, doorway, diminish, opening, entrance, width, alleyway, wider, cubits, ten                   |
|eruvim-merged.txt-003a-0008  |63   |63:45.1%, 167:36.3%, 193:17.5% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-003a-0009  |127  |127:26.4%, 73:18.5%, 193:15.4% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-003a-0010  |127  |127:25.6%, 48:18.7%, 63:13.7%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-003a-0011  |127  |127:35.5%, 48:24.0%, 45:11.2%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-003a-0012  |48   |48:38.3%, 127:36.5%, 63:6.9%   |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-003a-0013  |127  |127:50.6%, 48:20.3%, 45:18.0%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-003a-0014  |127  |127:49.4%, 45:25.0%, 57:9.4%   |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-003a-0015  |90   |90:35.8%, 180:19.5%, 165:17.4% |sukka, term, roofing, sun, twenty, thin, shade, children, pain, wind                              |
|eruvim-merged.txt-003a-0016  |90   |90:68.5%, 180:16.0%, 165:10.6% |sukka, term, roofing, sun, twenty, thin, shade, children, pain, wind                              |
|eruvim-merged.txt-003a-0017  |90   |90:80.0%, 180:15.3%, 48:2.9%   |sukka, term, roofing, sun, twenty, thin, shade, children, pain, wind                              |
|eruvim-merged.txt-003a-0018  |90   |90:70.1%, 157:20.4%, 48:6.1%   |sukka, term, roofing, sun, twenty, thin, shade, children, pain, wind                              |
|eruvim-merged.txt-003a-0019  |90   |90:28.2%, 157:27.5%, 80:14.9%  |sukka, term, roofing, sun, twenty, thin, shade, children, pain, wind                              |
|eruvim-merged.txt-003a-0020  |80   |80:28.5%, 90:20.2%, 157:14.9%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-003a-0021  |80   |80:28.6%, 127:23.7%, 90:18.2%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-003a-0022  |90   |90:24.1%, 63:20.4%, 80:14.2%   |sukka, term, roofing, sun, twenty, thin, shade, children, pain, wind                              |
|eruvim-merged.txt-003a-0023  |63   |63:30.5%, 90:14.6%, 193:13.7%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-003a-0024  |63   |63:18.4%, 193:18.0%, 80:17.8%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-003a-0025  |48   |48:14.8%, 69:11.4%, 172:10.3%  |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-003a-0026  |161  |161:39.5%, 191:24.4%, 154:11.8%|large, small, courtyard, apart, utensil, finger, governing, dimi, breach, poles                   |
|eruvim-merged.txt-003a-0027  |161  |161:52.9%, 154:13.0%, 48:12.5% |large, small, courtyard, apart, utensil, finger, governing, dimi, breach, poles                   |
|eruvim-merged.txt-003a-0028  |161  |161:61.8%, 191:9.8%, 127:7.9%  |large, small, courtyard, apart, utensil, finger, governing, dimi, breach, poles                   |
|eruvim-merged.txt-003a-0029  |161  |161:61.4%, 127:14.7%, 172:10.4%|large, small, courtyard, apart, utensil, finger, governing, dimi, breach, poles                   |
|eruvim-merged.txt-003a-0030  |161  |161:60.7%, 127:24.0%, 172:11.3%|large, small, courtyard, apart, utensil, finger, governing, dimi, breach, poles                   |
|eruvim-merged.txt-003a-0031  |48   |48:28.0%, 161:17.7%, 106:14.1% |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-003a-0032  |48   |48:53.6%, 106:10.0%, 157:8.9%  |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-003a-0033  |48   |48:57.3%, 90:22.3%, 157:10.3%  |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-003a-0034  |48   |48:58.5%, 90:27.2%, 80:5.9%    |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-003a-0035  |48   |48:53.0%, 90:36.9%, 18:6.7%    |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
